object_id,display_template,title,provenance,binding_description,date,title,location,Publisher,longitude,latitude,subject,local_note,editor,creator,note,call_number,,
buch_081,record,Album der Erinnerungen,,Blue paper over boards; white spine label.,1856,Album der Erinnerungen,Prag, Carl Bellmann's Verlag,,,Poetry ; stories. ,,"Landt, W.H. ",,,PT19.A27 v1,,
buch_082,record,Album der Erinnerungen,Former owner's stamp: [illegible],Blue paper over boards; white spine label.,1856,Album der Erinnerungen,Prag, Carl Bellmann's Verlag,,,Poetry ; stories. ,,"Landt, W.H. ",,,PT19.A27 v2,,
buch_083,record,Alemmania,Former owner's sticker: D.G. V.B.; former owner's sticker: [illegible]; former owner's inscription: illegible. ,1/4 calf with brown Spanish marbled paper over boards; brown speckled edges; red spine label and gold detailing.,1826,Alemmania,Berlin, Karl Friedrich Amelang,,,Calendar ; stories ; proverbs.,,"Preuss, J. D. E.",Goethe; Jean Paul; Gellert; Pestalozzi; Lavater; Kleist; Klopstock; Wieland; Herder; Lessing.,,PT19.A3 v1,,
buch_084,record,Alemmania,Former owner's inscription: Victor [Laudström Liderslund]; former owner's sticker: [illegible].,1/4 calf with brown Spanish marbled paper over boards; brown speckled edges; red spine label and gold detailing.,1823,Alemmania,Berlin, Karl Friedrich Amelang,,,Calendar ; stories ; proverbs.,,"Preuss, J. D. E.",Goethe; Schleiermacher; Schiller; Schlegel; Klopstock; Bürger; Jean Paul; Herder; Pfeffel.,,PT19.A3 v2,,
buch_085,record,Almanach aus Rom für Künstler und Freunde der Bildenden Kunst,,Decorated blue paper over boards; gilt edges. ,1810,Almanach aus Rom für Künstler und Freunde der Bildenden Kunst,Leipzig, G. J. Göschen ,,,Calendar ; essays on art and architecture ; musical scores.,Hand colored frontispiece.,"Sickler, F. & Reinhart, C.",,,PT19.A387 v1,,
buch_086,record,Almanach aus Rom für Künstler und Freunde der Bildenden Kunst,,Decorated blue paper over boards; gilt edges. ,1811,Almanach aus Rom für Künstler und Freunde der Bildenden Kunst,Leipzig, G. J. Göschen ,,,Calendar (listing artists) ; essays on art. ,,"Sickler, F. & Reinhart, C.",,,PT19.A387 v2,,
buch_087,record,Almanach der Bellettristen und .Bellettristinnen,,Tan paper over boards; red edges; blue spine label. ,1782,Almanach der Bellettristen und .Bellettristinnen,Ulietea [Berlin], Peter Jobst Edlen von Oma,,,Calendar ; literary criticism. ,,,,,PT19.A39,,
buch_088,record,Almanach der deutschen Musen ,,1/4 calf with daubed paste paper over boards; red edges; marbled endpapers. ,1770,Almanach der deutschen Musen ,"Leipzig, Berlin, Frankfurt", n.p.,,,Calendar ; poetry ; stories. ,,,Gleim; Klopstock; Wieland.,,PT19.A4 v1,,
buch_089,record,Almanach der deutschen Musen,Former owner's bookplate [two marble busts]; former owner's bookplate [Illustration; Inter Folia Fructus]; former owner's inscription: [L. Wentphal].,1/4 calf with daubed paste paper over boards; blue edges; waste paper spine.,1771,Almanach der deutschen Musen,[Leipzig], [Schwickert],,,Calendar ; stories ; poetry.,,,Gellert; Klopstock; Schlegel.,,PT19.A4 v2,,
buch_090,record,Almanach der deutschen Musen ,Former owner's bookplate [two marble busts]; former owner's bookplate [Illustration; Inter Folia Fructus]; former owner's inscription: [illegible].,1/4 calf with daubed paste paper over boards; blue edges. ,1770,Almanach der deutschen Musen ,Leipzig, n.p.,,,Calendar ; poetry ; stories. ,,,,,PT19.A4 v3,,
buch_091,record,Almanach der deutschen Musen ,Former owner's bookplate [two marble busts]; former owner's bookplate [Illustration; Inter Folia Fructus],1/4 calf with daubed paste paper over boards; blue edges. ,1773,Almanach der deutschen Musen ,Leipzig, der Schwickertschen Buchhandlung,,,Poetry ; Stories,,,Gleim,,PT19.A4 v4,,
buch_092,record,Almanach der deutschen Musen ,Former owner's bookplate [two marble busts]; former owner's bookplate [Illustration; Inter Folia Fructus]; former's owner's inscription: [illegible],1/4 calf with daubed paste paper over boards; blue edges; waste paper spine.,1777,Almanach der deutschen Musen ,Leipzig, Weygandschen Buchhandlung,,,Calendar ; books reviews ; poetry.,,,Gleim & Heinse,,PT19 .A4 v8,,
buch_093,record,Almanach der deutschen Musen ,Former owner's bookplate [two marble busts]; former owner's bookplate [Illustration; Inter Folia Fructus]; former's owner's inscription: [illegible]; former's owner's manuscript: [tallies].,1/4 calf with daubed paste paper over boards; blue edges. ,1776,Almanach der deutschen Musen ,Leipzig, Weygandschen Buchhandlung,,,Calendar ; books reviews ; poetry.,,,"Goethe, Gleim, Herder.",,PT19 .A4 v7,,
buch_094,record,Almanach der deutschen Musen ,Former owner's bookplate [two marble busts]; former owner's bookplate [Illustration; Inter Folia Fructus]; former's owner's inscription: [illegible],1/4 calf with daubed paste paper over boards; blue edges. ,1775,Almanach der deutschen Musen ,Leipzig, Schwickertschen Verlage,,,Book reviews ; poetry. ,,,Gleim,Review of Goethe's Wether on p. 75,PT19 .A4 v6,,
buch_095,record,Almanach der deutschen Musen ,Former owner's bookplate [two marble busts]; former owner's bookplate [Illustration; Inter Folia Fructus]; former's owner's inscription: [illegible],1/4 calf with daubed paste paper over boards; blue edges; waste paper spine.,1774,Almanach der deutschen Musen ,Leipzig, Schwickertschen Verlage,,,Book reviews ; poetry. ,,,Gleim; Jacobi.,,PT19 .A4 v5,,
buch_096,record,Almanach der deutschen Musen ,Former owner's bookplate [two marble busts]; former owner's bookplate [Illustration; Inter Folia Fructus].,1/4 calf with daubed paste paper over boards; blue edges; waste paper spine.,1778,Almanach der deutschen Musen ,Leipzig, Weygandschen Buchhandlung,,,Calendar ; book reviews ; poetry,,,Gleim; Heinse.,,PT19 .A4 v9,,
buch_097,record,Almanach der deutschen Musen ,Former owner's bookplate [two marble busts]; former owner's bookplate [Illustration; Inter Folia Fructus].,1/4 calf with daubed paste paper over boards; blue edges; waste paper spine.,1779,Almanach der deutschen Musen ,Leipzig, Weygandschen Buchhandlung,,,Book reviews ; poetry.,,,Gleim.,,PT19 .A4 v10,,
buch_098,record,Almanach der deutschen Musen ,Former owner's bookplate [two lions; siccrescant meaillia]; ,1/4 calf with brown spattered paste paper over boards; red edges; gold detailing on spine. ,1780,Almanach der deutschen Musen ,Leipzig, Weygandschen Buchhandlung,,,Book reviews ; poetry.,,,Gleim.,,PT19 .A4 v11 c.2,,
buch_099,record,Almanach der deutschen Musen ,Former owner's bookplate [two marble busts]; former owner's bookplate [Illustration; Inter Folia Fructus].,1/4 calf with daubed paste paper over boards; blue edges; waste paper spine.,1780,Almanach der deutschen Musen ,Leipzig, Weygandschen Buchhandlung,,,Book reviews ; poetry.,,,Gleim. ,C.1 & C.2 are identical except for binding.,PT19 .A4 v11 c.1,,
buch_100,record,Almanach der deutschen Musen ,Former owner's bookplate [two marble busts]; former owner's bookplate [Illustration; Inter Folia Fructus].,1/4 calf with daubed paste paper over boards; blue edges; waste paper spine.,1781,Almanach der deutschen Musen ,Leipzig, Weygandschen Buchhandlung,,,Book reviews ; poetry.,,,,,PT19 .A4 v12,,
buch_101,record,Almanach der Liebe und Freundschaft 1829,Heavy annotation in pen and pencil throughout.,Brown plaid calf leather with metal and mother of pearl shield on front cover; remains of a metal clasp; gilt edges.,1829,Almanach der Liebe und Freundschaft 1829,Wien, Verlag des F. Pfautsch,,,Calendar ; poetry ; stories. Fashion plates.,6 hand-colored engravings. ,,,,PT19. A407,,
buch_102,record,"Almanach der neuesten Fortschritte, Erfindungen und Entdeckungen in den spekulativen und positiven Wissenschaften.","Former owner's inscription: XLIV, [illegible], 1814.",1/4 calf with spattered brown paste paper over boards; red edges; gold detailing on spine.,1802,"Almanach der neuesten Fortschritte, Erfindungen und Entdeckungen in den spekulativen und positiven Wissenschaften.",Erfurt, Georg Adam Keyser,,,Science ; philosophy ; theology,,"Bellermann, J. J.",,,PT19. A408,,
buch_103,record,Almanach der Novellen und Sagen,,Spanish marbled paper over boards; spattered edges. ,1831,Almanach der Novellen und Sagen,Halberstadt & Leipzig, Carl Brüggemann & Otto Wigands Verlag,,,Novellas,,"Bronikowski, Alexander.",,,PT19. A409 v1+2,,
buch_104,record,Almanach der Novellen und Sagen,,Spanish marbled paper over boards; spattered edges. ,1831,Almanach der Novellen und Sagen,Halberstadt & Leipzig, Carl Brüggemann & Otto Wigands Verlag,,,Novellas.,,"Bronikowski, Alexander.","Marsano, W; Adolphi, M.",,PT19. A409 v3+4,,
buch_105,record,Almanach der Parodieen und Travestien.,Former owner's inscription: [C.] F. Kraipelien,Illustrated tan paper over boards; gilt edges.,1826,Almanach der Parodieen und Travestien.,Leipzig, Taubert'sche Buchhandlung,,,Humor ; poetry.,,"Solbrig, C. F.",Goethe; Koetzebue; Schiller. ,,PT19.A41 v.2,,
buch_106,record,Almanach der Parodieen und Travestien. Zweyter Almanach.,Former owner's inscription: [G.] Brandauer; former owner's stamp: [illegible]; former owner's inscription: [illegible].,Illustrated blue paper over boards; gilt edges. ,1818,Almanach der Parodieen und Travestien. Zweyter Almanach.,Leipzig, Carl Friedrich Franz,,,Humor ; poetry.,,"Roeller, M. Gottfr. Guenth.",Schiller; Bürger; Pfeffel; Körner.,,Pt19.A41 v.1,,
buch_107,record,"Almanach der Weisheit, der Tugend und des Erdenglücks. Ein Mitgabe fuer Diejenigen des weiblichen Geschlechts.",,"Maroon cloth, original illustrated yellow wrappers bound in.",1823,"Almanach der Weisheit, der Tugend und des Erdenglücks. Ein Mitgabe fuer Diejenigen des weiblichen Geschlechts.",Quedlinburg & Leipzig, Gottfried Basse,,,Calendar,,,,,PT19.A416,,
buch_108,record,Almanach dramatischer Spiele für das Jahr 1834,,Blue decorated pink paper over boards; black spattered edges. ,1834,Almanach dramatischer Spiele für das Jahr 1834,Wien, Franz Tendler,,,Drama.,,Lembert.,,,PT19.A42 v1,,
buch_109,record,Almanach dramatischer Spiele fuer das Jahr 1836,Former owner's inscription: [illegible].,Decorated blue paper over boards. ,1836,Almanach dramatischer Spiele fuer das Jahr 1836,Wien, Franz Tendler,,,Drama. ,,Lembert.,,,PT19.A42 v2,,
buch_110,record,Almanach dramatischer Spiele zur geselligen Unterhaltung auf dem Lande,,1/4 Morocco with purple decorated paper over boards.,1804,Almanach dramatischer Spiele zur geselligen Unterhaltung auf dem Lande,Berlin, F. T. de La Garde,,,Humorous and satirical plays,6 hand-colored engravings. ,"Kotzebue, A. von.",Kotzebue,,PT19.A43 v2,,
buch_111,record,Almanach dramatischer Spiele zur geselligen Unterhaltung auf dem Lande,,1/4 cloth with gray paper over boards. ,1805,Almanach dramatischer Spiele zur geselligen Unterhaltung auf dem Lande,Berlin, F. T. de La Garde,,,Humorous and satirical plays.,,"Kotzebue, A. von.",Kotzebue,,PT19.A43 v3,,
buch_112,record,Almanach dramatischer Spiele zur geselligen Unterhaltung auf dem Lande,,Green paper over boards; yellow edges.,1807,Almanach dramatischer Spiele zur geselligen Unterhaltung auf dem Lande,Leipzig, P. G. Kummer,,,Drama,,"Kotzebue, A. von.",Kotzebue,,PT19.A43 v5,,
buch_113,record,Almanach dramatischer Spiele zur geselligen Unterhaltung auf dem Lande,,Illustrated black and cream paper over boards; green edges. ,1810,Almanach dramatischer Spiele zur geselligen Unterhaltung auf dem Lande,Riga, C. J. G. Hartmann,,,Drama,6 hand-colored engravings. ,"Kotzebue, A. von.",Kotzebue,,PT19.A43 v8,,
buch_114,record,Almanach dramatischer Spiele zur geselligen Unterhaltung auf dem Lande,,Rebound. Brown cloth over boards. ,1811,Almanach dramatischer Spiele zur geselligen Unterhaltung auf dem Lande,Leipzig, C. J. G. Hartmann,,,Drama,6 handcolored engravings.,"Kotzebue, A. von.",Kotzebue,,PT19.A43 v9,,
buch_115,record,Almanach dramatischer Spiele zur geselligen Unterhaltung auf dem Lande,,Rebound. Brown cloth over boards. ,1814,Almanach dramatischer Spiele zur geselligen Unterhaltung auf dem Lande,Leipzig, C. J. G. Hartmann,,,Drama,6 handcolored engravings.,"Kotzebue, A. von.",Kotzebue,,PT19.A43 v12,,
buch_116,record,Almanach dramatischer Spiele zur geselligen Unterhaltung auf dem Lande,,Spanish marbled paper over boards; red spine label; gold detailing on spine. ,1818,Almanach dramatischer Spiele zur geselligen Unterhaltung auf dem Lande,Leipzig, P. G. Kummer,,,Drama,7 handcolored engravings.,"Kotzebue, A. von.",Kotzebue,,PT19.A43 v16,,
buch_117,record,Almanach dramatischer Spiele zur geselligen Unterhaltung auf dem Lande,Former owner's inscription: [illegible].,Spattered green paste paper over boards;,1815,Almanach dramatischer Spiele zur geselligen Unterhaltung auf dem Lande,Wien, Anton Doll,,,Drama,Missing 5 engravings.,"Kotzebue, A. von.",Kotzebue,,PT19.A431,,
buch_118,record,Almanach dramatischer Spiele zur geselligen Unterhaltung auf dem Lande,,Brown paste paper over boards; teal edges; manuscript spine label. ,1831,Almanach dramatischer Spiele zur geselligen Unterhaltung auf dem Lande,Hamburg, Hoffmann & Campe,,,Drama,5 handcolored engravings.,"Lebrün, Carl.","Töpfer, C; Charron.",,PT19.A43 v29,,
buch_119,record,Almanach dramatischer Spiele zur geselligen Unterhaltung auf dem Lande,,Illustrated brown paper over boards; green edges.,1827,Almanach dramatischer Spiele zur geselligen Unterhaltung auf dem Lande,Hamburg, Hoffmann & Campe,,,Drama,6 handcolored engravings.,"Lebrün, Carl.",,,PT19.A43 v25,,
buch_120,record,Almanach dramatischer Spiele zur geselligen Unterhaltung auf dem Lande 1825,,Illustrated green paper over boards; blue end papers.,1825,Almanach dramatischer Spiele zur geselligen Unterhaltung auf dem Lande 1825,Leipzig, P.G. Kummer,,,Drama,Colored Engravings,"Lebrün, Carl.","Lebrün, C., Deinhardstein",,PT19.A43v23,,
buch_121,record,Almanach dramatischer Spiele zur geselligen Unterhaltung auf dem Lande 1826,,Illustrated red paper over boards; speckled blue sheath; green edges. ,1823,Almanach dramatischer Spiele zur geselligen Unterhaltung auf dem Lande 1826,Leipzig, P. G. Kumme,,,Drama,6 handcolored engravings.,"Mehrern, von.","Lebrün, C.; Schütze; Deinhardstein; Döring, Georg.",,PT19.A43v21,,
buch_122,record,Almanach dramatischer Spiele zur geselligen Unterhaltung auf dem Lande 1827,Former owner's inscription: [illegible].,Illustrated blue boards.,1821,Almanach dramatischer Spiele zur geselligen Unterhaltung auf dem Lande 1827,Leipzig," Kummer, P. G",,,Drama,5 handcolored engravings.,"Mehrern, von.","Contessa, C. W.; Hell, Th.; Lebrün, C.",,PT19.A43v19,,
buch_123,record,Almanach für das kaiser]. koenigl. Hofoperntheater auf das Jahr 1846,,Gilt stamped and embossed brown cloth over boards; gilt edges.,1846,Almanach für das kaiser]. koenigl. Hofoperntheater auf das Jahr 1846,Wien, Franz Edlen van Schmid & J. J. Busch,,,Dance ; music ; poetry. Lists of opera house singers and scheduled operas. Musical scores (14 pp.).,,"Bergmann, Ludwig.",,,PT19.A44,,
buch_124,record,Almanach für Dichter und schöne Geister auf das Jahr 1785,,Brown paper over boards. ,1785,Almanach für Dichter und schöne Geister auf das Jahr 1785,Gedruckt am Fuss des Parnasses [sic], n.p.,,,Calendar ; biographies of poets and writers. ,,,Bürger; Goethe; Heinse; Kleist; Lessing; Gellert; Gleim; Herder; Klopstock; Schiller. ,,PT19.A45,,
buch_125,record,Almanach für die Erwachsnere Jugend männlichen Geschlechts,Former owner's bookplate: [Illustration]; Ex Museo Aug: d. J.; gründling.,Illustrated gray paper over boards; gilt edges; marbled end papers. ,1789,Almanach für die Erwachsnere Jugend männlichen Geschlechts,Leipzig, J. B. Beygang,,,Calendar ; poetry ; music ; nutrition. Musical scores (2 pp.).,,"Ehrenberg, Franz",,,PT19.A452,,
buch_126,record,Almanach für Privatbühnen,,Illustrated cream paper over boards; blue edges. ,1817,Almanach für Privatbühnen,Leipzig, G. J. Göschen ,,,Drama,,"Müllner, A.",Müllner; Wolff.,,PT19.A37,,
buch_127,record,Abendstunden der geselligen Unterhaltung geweiht,Former owner's inscription: [illegible].,Gray paper over boards; green edges; spine label. ,1823,Abendstunden der geselligen Unterhaltung geweiht,Leipzig, Joh. Fr. Gleditsch,,,Monologues ; romances ; essays,,,,Seems to be a reprint of the 1820 edition. ,PT19.A14 v.1,,
buch_128,record,Abendstunden der geselligen Unterhaltung geweiht,,Gray paper over boards; green edges; spine label. ,1823,Abendstunden der geselligen Unterhaltung geweiht,Leipzig, Joh. Fr. Gleditsch,,,Stories. ,,,"Laun, Fr.",Seems to be a reprint of the 1820 edition. ,PT19.A14 v.2,,
buch_129,record,Abendstunden der geselligen Unterhaltung geweiht,,Brown paper wrappers.,1821,Abendstunden der geselligen Unterhaltung geweiht,Leipzig, Joh. Fr. Gleditsch,,,Stories ; poetry.,,,,,PT19.A14 v.3,,
buch_130,record,Abentheuerliche Wanderung von Weimar nach Carlsbad,,Floral decorated paper over boards.,1810,Abentheuerliche Wanderung von Weimar nach Carlsbad,Leipzig, Johann Friedrich Gleditsch,,,Travel writing? ,4 handcolored engravings.  ,"Schütze, St",,,PT19.A145,,
buch_131,record,Ährenlese vom Calenderfelde,,Decorated cream paper over boards. ,1794,Ährenlese vom Calenderfelde,Berlin, F. T. Lagarde,,,Stories ; calendar,,,Schink,,PT19.A16,,
buch_132,record,Aglaia: Jahrbuch für Frauenzimmer auf 1803,,Illustrated blue paper over boards; gilt edges. ,1803,Aglaia: Jahrbuch für Frauenzimmer auf 1803,Frankfurt a. M., August Hermann,,,Stories ; calendar.,,"Stampeel, N. P.",,,PT19.A17,,
buch_133,record,Aglaja: Ein Taschenbuch für das Jahr 1817,,Gilt stamped white paper ober boards; gilt edges. ,1817,Aglaja: Ein Taschenbuch für das Jahr 1817,Wien, Joh. Bapt. Wallishausser,,,Stories. ,,,"Grillparzer, Fr.",,PT19.A198 v.3,,
buch_134,record,Aglaja: Ein Taschenbuch für das Jahr 1820,Fomer owner's inscription on inside of slip-case: [illegible].,Gilt-stamped red morocco in gilt-stamped red morocco slip case; gilt edges.,1820,Aglaja: Ein Taschenbuch für das Jahr 1820,Wien, Joh. Bapt. Wallishausser,,,Stories. ,,,,,PT19.A198 v.6,,
buch_135,record,Aglaja: Ein Taschenbuch für das Jahr 1823,,Illustrated white paper over boards in tan paper slip case; gilt edges.,1823,Aglaja: Ein Taschenbuch für das Jahr 1823,Wien, Joh. Bapt. Wallishausser,,,Stories. ,,,"Fouque, L.M.; Rückert. ",,PT19.A198 v.9,,
buch_136,record,Aglaja: Taschenbuch für das Jahr 1824,,Illustrated white paper over boards; gilt edges.,1824,Aglaja: Taschenbuch für das Jahr 1824,Wien, John Baptist Wallishausser,,,Stories,,,,,PT19.A198 v.10,,
buch_137,record,Aglaja: Taschenbuch für das Jahr 1825,,Pink gilt embossed boards; gilt edges; gilt decoration spine,1825,Aglaja: Taschenbuch für das Jahr 1825,Wien, John Baptist Wallishausser,,,Stories,,,"Rükert, Grillparzer",,PT19.A198v.11,,
buch_138,record,Aglaja: Taschenbuch für das Jahr 1827,,Illustrated white paper over boards; gilt edges. ,1827,Aglaja: Taschenbuch für das Jahr 1827,Wien, John Baptist Wallishausser,,,Stories. ,,,"Rükert, Grillparzer",,PT19.A198v.13,,
buch_139,record,Aglaja: Taschenbuch für das Jahr 1829,,Illustrated tan paper over boards; gilt edges. ,1829,Aglaja: Taschenbuch für das Jahr 1829,Wien, John Baptist Wallishausser,,,Stories. ,,,Grillparzer.,,PT19.A198v.15,,
buch_140,record,Aglaja: Taschenbuch für das Jahr 1830,,Green paper wrapper; no spine; gilt edges. ,1830,Aglaja: Taschenbuch für das Jahr 1830,Wien, John Baptist Wallishausser,,,Stories. ,,,,,PT19.A198v.16,,
buch_141,record,Aglaja: Taschenbuch für das Jahr 1831,Former owner's manuscript: [illegible].,Gilt-stamped blue satin over boards; gilt edges. ,1831,Aglaja: Taschenbuch für das Jahr 1831,Wien, John Baptist Wallishausser,,,Stories. ,,,,,PT19.A198v.17,,
