call_number,display_template,provenance,binding_description,date,title,location,Publisher,longitude,latitude,subject,local_note,editor,author,note,,,,,,Formats
PT19.T35 v.2 c.2,record,,Red paste paper over boards; gilt edges.,1792,Taschenbuch zum geselligen Vergnügen.,Leipzig, Voss und Leo,,,Dance ; humor ; music ; poetry ; games ; songs ; stories ; anecdotes ; musical scores.,,"Müller, Friedrich Wilhelm.","Albrecht, S.; Kleist; Wieland; Zschriedrich; Blumauer; Eschenburg; Young; Plant; Pfeffel; Stampeel.",,,,,,,
PT19.T35 v.3,record,,"Rebound. 1/2 tan cloth with black, marbled, papercovered boards. Original tan cover with black engraved design fixed to boards.",1793,Taschenbuch zum geselligen Vergnügen.,Leipzig, Voss und Leo,,,Calendar ; dance ; humor ; music ; proverbs ; songs ; jokes ; essays ; drama.,,"Becker, W. G.","Albrecht, S.; v. Wallenrodt, August; Langbein; Claudius, G. C.; Selmar; Neussmann, B. L.; Gieseke, L.; Gallisch.",,,,,,,
PT19.T35 v.4,record,,Red paper over boards; gilt edges. ,1794,Taschenbuch zum geselligen Vergnügen.,Leipzig, Voss und Leo,,,Calendar ; dance ; games ; humor ; music ; proverbs ; songs ; poetry ; essays ; drama.,,"Becker, W. G.","Becker, W. G.; Karschin, A. L.; Kretschmann; Lavater; Schlegel; v. Gökingk; Kästner; Langbein; Pfeffel; Weisse.",,,,,,,
PT19.T35 v.5 c.1,record,,Green paper over boards; gilt edges.,1795,Taschenbuch zum geselligen Vergnügen.,Leipzig, Voss und Leo,,,Calendar ; dance ; games ; music ; story of Theseus ; charades ; puzzles : poetry: letters ; anecdotes.,,"Becker, W. G.","Becker, W. G.; Kästner; Langbein; Tiedge; Pfister, Ludwig; Bakul, Georg; Kretschmann; Lavater; Schlegel; Wagner, J. J.",,,,,,,
PT19.T35 v.5 c.2,record,,Buff paper-covered boards with black engraved design.,1795,Taschenbuch zum geselligen Vergnügen.,Leipzig, Voss und Leo,,,Calendar ; dance ; games ; music ; story of Theseus ; charades ; puzzles : poetry: letters ; anecdotes.,,"Becker, W. G.","Becker, W. G.; Kästner; Langbein; Tiedge; Pfister, Ludwig; Bakul, Georg; Kretschmann; Lavater; Schlegel; Wagner, J. J.",,,,,,,
PT19.T35 v.6,record,,Illustrated blue paper over boards; gilt edges. ,1796,Taschenbuch zum geselligen Vergnügen.,Leipzig, Voss· und Comp.,,,Calendar ; dance ; games ; humor ; music ; poetry ; fables ; essays ; stories ; puzzles.,,"Becker, W. G.","Kretschmann; Becker, W. G.; Gleim; Pfeffel; Tiedge; Langbein; Cunze; Haug; Schlegel, A. W.; Nicolai.",,,,,,,
PT19.T35 v.7,record,,Illustrated green paper over boards; gilt edges.,1797,Taschenbuch zum geselligen Vergnügen.,Leipzig, Voss· und Comp.,,,Calendar ; dance ; games ; music ; proverbs ; poetry ; stories ; fables ; anecdotes ; puzzles ; charades.,,"Becker, W. G.","Becker, W. G.; Langbein, Gleim; Pfeffel; Schlegel; Kretschmann; Cunz; Haug; Tiedge; Karschin.",,,,,,,
PT19.T35 v.8,record,,Shell marbled paper over boards; speckled edges.,1798,Taschenbuch zum geselligen Vergnügen.,Leipzig, Voss· und Comp.,,,Calendar ; dance ; games ; music ; proverbs ; poetry ; essays ; stories ; fables ; puzzles ; charades.,,"Becker, W. G.","Becker, W. G.; Gleim; Jacobi; Pfeffel; Tiedge; Kretschmann; Haug; Langbein; Schmidt, K.; Weisse.",,,,,,,
PT19.T35 v.9,record,,Illustrated blue paper over boards; gilt edges. ,1799,Taschenbuch zum geselligen Vergnügen.,Leipzig, Voss· und Comp.,,,Calendar ; dance ; games ; music ; proverbs ; poetry ; stories: fables ; puzzles ; charades.,,"Becker, W. G.","Becker, W. G.; v. Einem; Haug; Langbein; Schmidt; Kretschmann; Gleim; Jacobi; Pfeffel; Tiedge.",,,,,,,
PT19.T35 v.10,record,,Tan paper over boards; yellow edges.,1800,Taschenbuch zum geselligen Vergnügen.,Leipzig, Koch und Weigel,,,Calendar ; poetry ; dance ; games ; humor ; proverbs ; fables ; anecdotes ; charades ; puzzles.,,"Becker, W. G.","Becker, W. G.; Gleim; Pfeffel; Tiedge; Manso; Mahlmann, A.; Klopstock; Langbein; Starske; Schmidt, K.",,,,,,,
PT19.T35 v.11,record,,Illustrated green paper over boards; gilt edges.,1801,Taschenbuch zum geselligen Vergnügen.,Leipzig, Roch und Comp.,,,Calendar ; dance ; games ; music ; proverbs ; poetry ; stories ; fables ; anecdotes ; puzzles ; charades ; fables.,,"Becker, W. G.","Becker, W. G.; Mahlmann; Kretschmann; Gökingk; Pfeffel; La Fontaine; Kästner; Gleim; Haug; Langbein.",,,,,,,
PT19.T35 v.12,record,,Illustrated green paper over boards; gilt edges.,1802,Taschenbuch zum geselligen Vergnügen.,Leipzig, Roch und Comp.,,,Dance ; games ; music ; proverbs ; poetry ; stories ; fables ; anecdotes ; charades ; puzzles.,,"Becker, W. G.","Becker, W. G.; Conz; Gleim; Haug; Tiedge; Mahlmann; Eberhard; Gökingk; Pfeffel; Kretschmann.",,,,,,,
PT19.T35 v.13,record,,Illustrated cream paper over boards; gilt edges. ,1803,Taschenbuch zum geselligen Vergnügen.,Leipzig, Christian Adolph Hempel,,,Calendar ; dance ; games ; music ; proverbs ; poetry ; stories ; fables ; anecdotes ; charades ; puzzles.,,"Becker, W. G.","Schiller; Mahlmann; Haug; Langbein; Gramberg; Becker, W. G.; Conz; Kretschmann; Pfeffel; Scholz.",,,,Good example of miscellany.,,,
PT19.T35 v.14,record,,Illustrated green paper over boards; gilt edges.,1804,Taschenbuch zum geselligen Vergnügen.,Leipzig, Christian Adolph Hempel,,,Calendar ; dance ; games ; music ; proverbs ; poetry ; stories ; fables ; anecdotes ; puzzles ; charades.,,"Becker, W. G.","Becker, W. G.; Schiller; Tiedge; Pfeffel; Gramberg; Mahlmann; Gleim; Langbein; Haug; Kretschmann.",,,,,,,
PT19.T35 v.15,record,,Illustrated green paper over boards; gilt edges.,1805,Taschenbuch zum geselligen Vergnügen.,Leipzig, Christian Adolph Hempel,,,Calendar ; dance ; games ; music ; proverbs ; poetry ; stories ; fables ; anecdotes ; charades ; puzzles.,,"Becker, W. G.","Becker, W. G.; Haug; Langbein; Kretschmann; Pfeffel; Mahlmann; Schiller; Gramberg; Schreiber; Tiedge.",,,,,,,
PT19.T35 v.16,record,,Embossed blue cloth over boards; yellow edges.,1806,Taschenbuch zum geselligen Vergnügen.,Leipzig, Christian Adolph Hempel,,,Calendar ; dance ; games ; music ; proverbs ; poetry ; stories ; fables ; anecdotes ; charades ; puzzles.,,"Becker, W. G.","Becker, W. G.; Kretschmann; Gramberg; Langbein; Schreiber; Eberhard; Brachmann, Louise; Haug; Pfeffel; Tiedge.",,,,,,,
PT19.T35 v.17,record,,Decorated tan paper over boards; gilt edges.,1807,Taschenbuch zum geselligen Vergnügen.,Leipzig, Niemann'sche Buchhandlung,,,Calendar ; dance ; games ; music ; proverbs ; poetry ; stories ; fables ; novella ; charades ; puzzles.,,"Becker, W. G.","Becker, W. G.; Brachmann, Louise; Gramberg; Kind; Schütze; Rochlitz, Fr.; Kretschmann; Haug; Tiedge; Pfeffel.",,,,,,,
PT19.T35 v.18,record,,Decorated tan paper over boards; gilt edges.,1808,Taschenbuch zum geselligen Vergnügen.,Leipzig, Niemann'sche Buchhandlung,,,Calendar ; dance ; games ; music ; proverbs ; poetry ; stories ; fables ; puzzles ; charades.,,"Becker, W. G.","Becker, W. G.; Kind, Fr.; Haug; Langbein; Schütze, St.; Brachmann, Louise; Gramberg; Pfeffel; Tiede; v. Kyaw.",,,,,,,
PT19.T35 v.19,record,,Illustrated green paper over boards; gilt edges.,1809,Taschenbuch zum geselligen Vergnügen.,Leipzig, J. F. Gleditsch,,,Calendar ; dance ; games ; music ; poetry ; stories ; fables ; charades ; puzzles.,,"Becker, W. G.","Becker, W. G.; Kind, Fr.; Gramberg; Langbein; Schreiber; Kretschmann; Brachmann, Louise; Haug; Pfeffel; Tiedge.",,,,,,,
PT19.T35 v.20,record,,Illustrated green paper over boards; gilt edges.,1810,Taschenbuch zum geselligen Vergnügen.,Leipzig, J. F. Gleditsch,,,Calendar ; poetry ; dance ; games ; music ; proverbs ; stories ; fables ; charades ; puzzles.,,"Becker, W. G.","Becker, W. G.; Brachmann, Louise; Brachmann, Louise; Haug; Langbein; Krug v. Nidda; Rochlitz; Gramberg; Kind; Pfeffel; Schütze, St.",,,,,,,
PT19.T35 v.21,record,,Red morocco wallet case with pocket; gilt edges.,1811,Taschenbuch zum geselligen Vergnügen.,Leipzig, J. F. Gleditsch,,,Dance ; games ; humor ; music ; proverbs ; poetry ; stories ; fables ; charades ; puzzles.,,"Becker, W. G.","Becker, W. G.; Langbein; Gramberg; Tiedge; Pfeffel; Kind, F.; Rochlitz; Haug; Schmidt v. Lübeck; Krug v. Nidda.",,,,,,,
PT19.T35 v.22,record,,Gloster marbled paper over boards; green edges.,1812,Taschenbuch zum geselligen Vergnügen.,Leipzig, J. F. Gleditsch,,,Dance ; games ; humor ; music ; proverbs ; stories ; poetry ; essay ; charade ; puzzles.,,"Becker, W. G.","Streckfuss, Carl; Becker, W. G.; v. Ahlefeld, Charlotte; Haug; Krug v. Nidda; Kind, F.; Langbein; Gramberg; Körner; Tiedge.",,,,,,,
PT19.T35 v.23,record,,Illustrated green paper over boards; gilt edges.,1813,Taschenbuch zum geselligen Vergnügen.,Leipzig, J. F. Gleditsch,,,Dance ; games ; music ; poetry ; proverbs ; stories ; anecdotes ; charades ; puzzles.,,"Becker, W. G.","Becker, W. G.; Kind; Brachmann; Hell; Prätzel; Langbein; Streckfuss; Haug; Krug v. Nidda; Schmidt v. Lübeck.",,,,,,,
PT19.T35 v.24,record,,Pink paper over boards; gilt edges. ,1814,Taschenbuch zum geselligen Vergnügen.,Leipzig, J. F. Gleditsch,,,Dance ; games ; music ; proverbs ; poetry ; stories ; anecdotes ; charades ; puzzles.,,"Becker, W. G.","Kind, F.; Streckfuss; Brachmann; Haug; Tiedge; Langbein; Prätzel; Gökingk; Krug v. Nidda; Kähler.",,,,,,,
PT19.T35 v.25,record,,Black spattered paste paper over boards; purple edges.,1815,Taschenbuch zum geselligen Vergnügen.,Leipzig, J. F. Gleditsch,,,Dance ; games ; music ; biography of W. G. Becker ; poetry ; stories ; novella ; charades ; puzzles.,,"Kind, Friedrich.","Hasse, F. C. A.; Schütze; De la Motte Fouque; Brachmann; Haug; Kind; Laun; Langbein; Tiedge; Gramberg.",,,,,,,
PT19.T35 v.26,record,,Illustrated tan paper over boards; gilt edges.,1816,Taschenbuch zum geselligen Vergnügen.,Leipzig, J. F. Gleditsch,,,Dance ; games ; music ; poetry ; stories ; essays ; charades ; puzzles.,,"Kind, Friedrich.",Brachmann; Prätzel; Gramberg; Herder; Kind; Langbein; De la Motte Fouque; Haug; Jacobi; Krug v. Nidda.,,,,,,,
PT19.T35 v.27,record,,Illustrated tan paper over boards; gilt edges.,1817,Taschenbuch zum geselligen Vergnügen.,Leipzig, J. F. Gleditsch,,,Dance ; games ; music ; poetry ; stories ; charades ; puzzles.,,"Kind, Friedrich.",De la Motte Fouque; Kind; Bienemann; Gramberg; Prätzel; Langbein; Laun; Brachmann; Haug; Tiedge.,,,,,,,
PT19.T35 v.28,record,,Red paper wrapper over illustrated green paper over boards; gilt edges,1818,Taschenbuch zum geselligen Vergnügen.,Leipzig, J. F. Gleditsch,,,Dance ; games ; music ; poetry ; stories ; fables ; charades ; puzzles.,,"Kind, Friedrich.",Kind; Langbein; Brachmann; Isidorus; Schütze; Hell; Laun; Haug; Krug v. Nidda; Selfried.,,,,,,,
PT19.T35,record,,Illustrated pink paper over boards; gilt edges. ,1819,W. G. Becker's Taschenbuch zum geselligen Vergnügen.,Leipzig, Georg Joachim Göschen,,,Music ; drama ; poetry ; stories ; charades ; puzzles ;.,,"Kind, Friedrich.",Kind; Laun; Brachmann; Nordstern; Haug; Müller; Castelli; Präzel; Hell; Schilling.,,,,,,,
PT19.T35,record,,Yellow cloth over boards; gilt edges; partially rebound with beige cloth.,1820,W. G. Becker's Taschenbuch zum geselligen Vergnügen.,Leipzig, Georg Joachim Göschen,,,Dance ; music ; poetry ; stories ; drama ; charades ; puzzles.,,"Kind, Friedrich.",Kind; Castelli; Haug; Kuhn; Schütze; Brachmann; Langbein; Chezy; Gökingk; Tiedge.,,,,,,,
PT19.T35,record,,Illustrated grey paper over boards; gilt edges; partially rebound with gray cloth.,1821,W. G. Becker's Taschenbuch zum geselligen Vergnügen.,Leipzig, Georg Joachim Göschen,,,Dance games ; music ; drama ; poetry ; stories ; fables ; charades ; puzzles.,,"Kind, Friedrich.",Kind; Grillparzer; Castelli; Langbein; Tiedge; Graf v. Löben; Brachmann; Haug; Nordstern; Deinhardstein.,,,,,,,
PT19.T35,record,,Illustrated blue paper over boards; gilt edges. ,1822,W. G. Becker's Taschenbuch zum geselligen Vergnügen.,Leipzig, Georg Joachim Göschen,,,Dance ; music ; drama ; poetry ; stories ; charades ; puzzles.,,"Kind, Friedrich.","Kind; Lindau; Castelli; Nordstern; Castelli; v. Houwald, Ernst; Brachmann; Haug; Krug v. Nidda.",,,,,,,
PT19.T35,record,,Red paper wrapper over illustrated green paper over boards; gilt edges,1823,W. G. Becker's Taschenbuch zum geselligen Vergnügen.,Leipzig, Georg Joachim Göschen,,,Dance ; music ; drama ; poetry ; stories ; charades ; puzzles.,,"Kind, Friedrich.","Kind; Contessa; Brachmann; Haug; Krug v. Nidda; Gehe, Eduard; Lindau; Castelli; Langbein; Nordstern.",,,,,,,
PT19.T35,record,Former owner's inscription: [illegible].,Illustrated orange paper over boards; gilt edges; partially rebound with tan cloth.,1824,W. G. Becker's Taschenbuch zum geselligen Vergnügen.,Leipzig, Georg Joachim Göschen,,,Dance ; music ; drama ; poetry ; stories ; charades ; puzzles.,,"Kind, Friedrich.","Kind, F.; De la Motte Fouque; Alexis, Willibald; Castelli; v. Treitschke; Hase; Schlippenbach; Nordstern; Seidl; Schenk.",,,,,,,
PT19.T35,record,,Illustrated orange paper over boards; gilt edges; partially rebound with tan cloth.,1825,W. G. Becker's Taschenbuch zum geselligen Vergnügen.,Leipzig, Georg Joachim Göschen,,,Dance ; music ; drama ; stories ; poetry ; charades ; puzzles.,,"Kind, Friedrich.",Kind; Willibald; De la Motte Fouque; Brachmann; Nordstern; Costenoble; Castelli; Bürger; Langbein; Pandin.,,,,,,,
PT19.T35,record,,Illustrated blue paper over boards; gilt edges. ,1826,W. G. Becker's Taschenbuch zum geselligen Vergnügen.,Leipzig, Georg Joachim Göschen,,,Dance ; music ; poetry ; drama ; biography ; stories ; charades ; puzzles.,,"Kind, Friedrich.",Kind; De la Motte Fouque; Contessa; Nordstern; Haug; Wähner; Sternberg; Maltitz; Tiedge; Kuhn.,,,,,,,
PT19.T35,record,,Illustrated cream paper over boards; gilt edges. ,1827,W. G. Becker's Taschenbuch zum geselligen Vergnügen.,Leipzig, Georg Joachim Göschen,,,Dance ; music ; puzzles. poetry ; stories ; novella ; charades.,,"Kind, Friedrich.",Kind; Lohmann; Baggesen; De la Motte Fouque; Tiedge; Goethe; Zollikofer; Chezy; Nordstern; v. Weber.,,,,,,,
PT19.T35,record,,Gold tooled blue paper over boards; gilt edges.,1828,W. G. Becker's Taschenbuch zum geselligen Vergnügen.,Leipzig, Georg Joachim Göschen,,,Dance ; music ; drama ; stories ; fable ; novellas.,,"Kind, Friedrich.",Kind; v. Schenk; Förster; Salvatorello; v. Houwald; Quandt.,,,,,,,
PT19.T35,record,,"Green-white-pink paper over boards with engraved design, gilt edges.",1829,W. G. Becker's Taschenbuch zum geselligen Vergnügen.,Leipzig, Georg Joachim Göschen,,,Poetry ; stories ; memoirs ; charades ; puzzles.,,"Kind, Friedrich.",Heusinger; Salvatorello; Schenk; Nordstern; Kind; Lohmann; Förster.,,,,,,,
PT19.T35,record,,Embossed pink paper over boards; gilt edges. ,1830,W. G. Becker's Taschenbuch zum geselligen Vergnügen.,Leipzig, C.H. F. Hartmann,,,Drama ; poetry ; stories ; novella ; fables.,,"Kind, Friedrich.","Kind; Schefer; Tschabuschnigg; v. Brunnow; Graf Blankensee; Heusinger; v. Alvensleben; Halibsch; Ritter, A.",,,,,,,
PT19.T35,record,,Embossed pink paper over boards; gilt edges; partially rebound with gray cloth.,1831,W. G. Becker's Taschenbuch zum geselligen Vergnügen.,Leipzig, C.H. F. Hartmann,,,Poetry ; novella ; stories ; autobiography.,,"Kind, Friedrich.","Kind; Kruse; Wolff, O. L. B.; v. Brunnow; Lohmann; Bechstein; Nordstern; v. Weyrauch. ",,,,,,,
PT19.T35,record,,Embossed red paper over boards; gilt edges; partially rebound with red cloth.,1832,W. G. Becker's Taschenbuch zum geselligen Vergnügen.,Leipzig, C.H. F. Hartmann,,,Poetry ; novellas ; fable ; stories.,,"Kind, Friedrich.",Kind; Schmelkes; Ungern-Sternberg; v. Deuern; Lohmann; Dietrich; v. Schweizer.,,,,,,,
PT19.T35,record,,Cream paper over boards; gilt edges; partially rebound with tan cloth.,1833,W. G. Becker's Taschenbuch zum geselligen Vergnügen.,Leipzig, C.H. F. Hartmann,,,Music ; poetry ; drama ; novellas ; stories.,,"Kind, Friedrich.","Kruse, L.; Blumenhagen; Ferrand; v. Deuern; Wetzel; Vogl; Kaltenbrunner; Jemand, W.; Castelli; Morvell. ",,,,,,,
PT19.T5 v.32,record,,1/4 black cloth with overprinted marbled paper over boards.,1845,Thalia Taschenbuch.,Wien, Jacob Dirnböck,,,Music ; poetry ; novellas ; stories ; drama.,,"Vogl, J. N.",Vogl; Seidl; Anschütz; Hannusch; Schaffer; Castelli; Bauernfeld; Scheyrer; Straube; Arming.,,,,,,,
PT19.T5 v.33,record,,Illustrated pink paper over boards; gilt edges; pink slipcase.,1846,Thalia Taschenbuch.,Wien, Jacob Dirnböck,,,Music ; stories ; novellas.,,"Vogl, J. N.","Vogl; v. Remekhazy, Josephine; Oberleitner, Carl; v. Pirkenau; Norbert, L.",,,,,,,
PT19.T5 v.36,record,Former owner's inscription: [illegible].,Illustrated tan paper over boards; gilt edges; partially rebound with brown paper.,1849,Thalia Taschenbuch.,Wien, Jacob Dirnböck,,,Proverbs ; poetry ; novellas ; epigrams.,,"Vogl, J. N.","Hardmuth; Anschütz; Spindler; Vogl; Prechtler; Gigl; Hannusch; Hebbel; Feuchtersleben; Langer, A.",,,,,,,
PT19.T5 v.38,record,,Gold and blue decorated white paper over boards; gilt edges.,1851,Thalia Taschenbuch.,Wien, Jacob Dirnböck,,,Poetry ; novellas ; stories ; songs.,,"Vogl, J. N.","Steinebach; Straube; v. Remekhazy; Kaltenbrunner; Vogl; v. Massow, Clara; Puff, Rudolf; Pannasch; Vogl, Theodor; Bauernfeld.",,,,,,,
PT19.T5 v.40,record,,Gold tooled green cloth over boards; gilt edges.,1853,Thalia Taschenbuch.,Wien, Jacob Dirnböck,,,Poetry ; novellas ; stories.,,"Vogl, J. N.","Bauernfeld; Grillparzer; Vogl, J. N.; Vogl, C. T.; Rick, C.; Castelli; Seidl; Hannusch; Patuzzi; Steinebach, F.",,,,,,,
PT19.T5 v.43,record,,Gold tooled white paper over boards; gilt edges.,1856,Thalia Taschenbuch.,Wien, Jacob Dirnböck,,,Poetry ; stories.,,"Vogl, J. N.","v. Massow; Scheyrer; Bauernfeld; Fitzinger; Seidl; Patuzzi; Steinebach; Castelli; v. Metzerich, W.; Vogl, J. N.",,,,,,,
PT19.T5 v.44,record,,Gold tooled green paper over boards; gilt edges.,1857,Thalia Taschenbuch.,Wien, Jacob Dirnböck,,,Poetry ; fables ; stories.,,"Vogl, J. N.","Bauernfeld; Grillparzer; Puff, R.; Neumayr; Vogl, J. N.; Castelli; Patuzzi; v. Massow, Clara; v. Metzerich; Hirschberg.",,,,,,,
PT19.T5 v.46,record,,Gold tooled green paper over boards; gilt edges.,1859,Thalia Taschenbuch.,Wien, Jacob Dirnböck,,,Poetry ; stories.,,"Vogl, J. N.","Steinebach; Proschko; Grillparzer; Castelli; Weigl, J. F.; Patuzzi; Bowitsch; Vogl; v. Metzerich; Siegmund.",,,,,,,
PT19.T5 v.48,record,,Gold tooled pink cloth over boards; gilt edges.,1861,Thalia Taschenbuch.,Wien, Leopold Sommer,,,Poetry ; novellas ; stories.,,"Steinebach, Friedrich.",Hemerlein; Patuzzi; Vogl; Bauernfeld; Grillparzer; Marschall; Plazowska; Steinebach; Castelli; Levitschnigg.,,,,,,,
PT19.T5 v.52,record,,Gold tooled light pink paper over boards; gilt edges.,1865,Thalia Taschenbuch.,Wien, Jacob Dirnböck,,,Poetry ; novellas ; stories.,,"Steinebach, Friedrich.","Foglar; Proschko; Steinebach; Grillparzer; Scheyrer; Laube; Rank; Vogl; Kaltenbruner; Sidonia, Anna.",,,,,,,
PT19.T5 v.56,record,,Copper decorated white paper over boards; gilt edges.,1869,Thalia Taschenbuch.,Wien, Jacob Dirnböck,,,Stories.,,,"Dempwolff; Trauner; Frater, Hilarius.",,,,,,,
PT19.T352 v.29,record,,"Red paper-covered boards, gilt edges.",1819,Taschenbuch zum geselligen Vergnügen.,Leipzig, J. F. Gleditsch,,,Dance ; music ; poetry ; drama ; stories ; puzzles ; charades.,,"Wendt, A.","Hoffmann, E. T. A.; De la Motte Fouque; Gerstenbergk; Casper; Wellentreter; Clauren; La Fontaine; Krug v. Nidda; Fink, G. W.; Wetzel, K. G.",,,,,,,
PT19.T352 v.30,record,,Illustrated gray paper over boards; gilt edges.,1820,Taschenbuch zum geselligen Vergnügen.,Leipzig, J. F. Gleditsch,,,Dance ; music ; poetry ; stories ; novellas ; charades.,,"Wendt, A.","v. Arnim, A.; De la Motte Fouque; Laun, F.; Bernhardi; Castelli; Hoffmann, E. T. A.; Demuth; Clauren; Rückert; Krug v. Nidda.",,,,,,,
PT19.T352 v.1,record,,Illustrated white paper over boards; gilt edges.,1821,Taschenbuch zum geselligen Vergnügen.,Leipzig, J. F. Gleditsch,,,Dance ; music ; poetry ; stories ; fables ; puzzles ; charades.,,"Wendt, A.","v. Arnim; Laun; v. Houwald; Castelli; Schefer, Leopold; Prätzel; Hoffmann, E. T. A.; Deinhardstein; Rückert; Hebel, J. P.",,,,,,,
PT19.T352 v.2 ,record,,Illustrated green paper pasted over pink paper over boards; gilt-edges.,1822,Taschenbuch zum geselligen Vergnügen.,Leipzig, J. F. Gleditsch,,,Poetry ; stories ; music ; novellas ; charades ; puzzles.,,"Wendt, A.","v.Arnim; v. Chezy; Hebel; Bercht; Deinhardstein; Hoffmann, E. T. A.; Tieck; Castelli; Rückert; Kapf..",,,,,,,
PT19.T352 v.3 c.1,record,,Illustrated brown paper over boards; gilt edges.,1823,Taschenbuch zum geselligen Vergnügen.,Leipzig, J. F. Gleditsch,,,Music ; poetry ; novellas ; stories ; charades ; puzzles.,,"Wendt, A.","Schefer, L.; v. Hohenhausen; Chezy; Döring; Förster; Tieck; Clauren; Rückert; Kühnel; Wetzel, K. G.\",,,,,,,
PT19.T352 v.3 c.2,record,,"White paper-covered boards with embossed gold design, colored illustrations, gilt edges.",1823,Taschenbuch zum geselligen Vergnügen.,Leipzig, J. F. Gleditsch,,,Music ; poetry ; novellas ; stories ; charades ; puzzles.,,"Wendt, A.","Schefer, L.; v. Hohenhausen; Chezy; Döring; Förster; Tieck; Clauren; Rückert; Kühnel; Wetzel, K. G.\",,,,,,,
PT19.T352 v.3 c.3,record,,Illustrated green paper over boards; gilt edges.,1823,Taschenbuch zum geselligen Vergnügen.,Leipzig, J. F. Gleditsch,,,Music ; poetry ; novellas ; stories ; charades ; puzzles.,,"Wendt, A.","Schefer, L.; v. Hohenhausen; Chezy; Döring; Förster; Tieck; Clauren; Rückert; Kühnel; Wetzel, K. G.\",,,,,,,
PT19.T352 v.4,record,,Illustrated green paper over boards; gilt edges.,1824,Taschenbuch zum geselligen Vergnügen.,Leipzig, J. F. Gleditsch,,,Poetry ; novellas ; stories ; musical scores.,,"Wendt, A.","v. Arnim; Chezy; Castelli; Feuchtersleben; Müller, Wilhelm; Schefer; Contessa, C. A.; Rückert; Deinhardstein; Förster.",,,,,,,
PT19.T352 v.5,record,,Embossed tan paper over boards; gilt edges.,1825,Taschenbuch zum geselligen Vergnügen.,Leipzig, J. F. Gleditsch,,,Music ; poetry ; stories ; novellas ; charades ; puzzles.,,"Wendt, A.","Immerman, Karl; v. Gaudy, F.; Castelli; Cläpius; Halirsch; Schefer; Rückert; Müller; Gerhard, W.; Wendler, A.",,,,,,,
PT19.T352 v.6,record,,Blind tooled brown paper over boards; coppered edges.,1826,Taschenbuch zum geselligen Vergnügen.,Leipzig, Johann Friedrich Gleditsch,,,Music ; poetry ; novellas ; charades ; puzzles.,,"Philippi, F.","Schefer; Philippi; Baldamus; Kühnel; Rublack; May, Sophie; Müller, W.; Krug v. Nidda; Bachmann; Robert, L.",,,,,,,
PT19.T352 v.7,record,,Gray paper over boards; coppered edges.,1827,Taschenbuch zum geselligen Vergnügen.,Leipzig, Leopold Voss,,,Music ; poetry ; novella ; story ; fables ; charades ; puzzles.,,,"Robert, Ludwig; Sartorius; Müller, W.; Schefer; Burckhardt; v. Tromlitz; vom Berge, Adolf; Lautsch, Fr.; v. Auersperg; v. Haugwitz.",,,,,,,
PT19.T352 v.8,record,,Yellow paper over boards; coppered edges.,1828,Taschenbuch zum geselligen Vergnügen.,Leipzig, Leopold Voss,,,Music ; poetry ; stories ; essays ; charades ; puzzles.,,,"Lohmann, Fr.; v. Wachsmann; Müller, W.; Hold, Carl; Bronikowski, Alex; Schefer, L.; Neuffer.",,,,,,,
PT19.T352 v.9,record,,"Green-blue gray paper over boards, gilt edges.",1829,Taschenbuch zum geselligen Vergnügen.,Leipzig, Leopold Voss,,,Music ; novellas ; stories ; essays ; fables.,,,"Lohmann, Fr.; Neuffer; v. Wachsmann; Eberhard; Talvj; Castelli.",,,,,,,
PT19.T52 v.4,record,,Mottled morocco over boards; red edges; red spine label with gold tooling; daubed paste paper end papers.,1778,Taschenbuch für die Schaubühne auf das Jahr 1778,Gotha, Carl Wilhelm Ettlinger,,,Theater listings ; listings of actors and actresses ; anecdotes ; musical scores.,,"Reichard, H. A. G.",Meyer; Gökingk; Schubert; Marschin; Meissner; Wagner; Gramberg; Schink; Becker.,,,,,,,
PT19.T52 ,record,,White paper wrappers with gray stars as design; gauffered edges.,1779,Taschenbuch für die Schaubühne auf das Jahr 1779,Gotha, Carl Wilhelm Ettlinger,,,Theater listings ; listings of actors and actresses ; listings of plays ; musicals ; operas.,,"Reichard, H. A. G.",Schubart; Wagner; Meissner; Lessing; Gökingk; Rothmann.,,,,,,,
PT19.T525,record,Former owner's sticker: B695,Rebound 1/2 cloth with black marbled boards. Yellow wrappers bound in.,1848,Der Theater-Teufel,Hamburg, B. S. Berendsohn,,,Stories ; humor ; anecdotes.,,"Mendelssohn, Josef",Saphir; Wehl; Drobisch; Nestroy; Schlönbach; Töpfer; Löwe; Marb; Gerstel; Gasbrenner.,,,,,,,
PT19.T54,record,,Maroon gold tooled cloth over boards; gilt edges; green paper slipcase.,1838,Theophenia. Taschenbuch religiöser Dichtungen.,Wesel, J. Bagel,,,Prayers; religious and theological discussions; explanation of christian thought.,,"August, W.","Eichendorf; Prätzel; Vogl, J. N.; Gubitz; Hungari; Hell; Jacobi; Hölty; Voss, J. H.",,,,,,,
PT19.T65,record,,Red tooled paste paper over boards; gilt edges.,1807,Titania Taschenbuch.,Leipzig, Karl Tauchnitz.,,,Dance ; music ; poetry ; songs ; stories.,,"Lang, Carl.",Lang.,,,,,,,
